,Movie_name,Rating,Duration,Release_year,Genre,Director,Meta_score
1813,710. Hereditary,7.3,2h 7m,2018-01-01,horror,Ari Aster,87
1814,711. The Babysitter,6.4,1h 25m,2017-01-01,horror,McG,0
1815,712. Road Games,5.3,1h 35m,2015-01-01,horror,Abner Pastoll,44
1816,714. Happy Death Day 2U,6.2,1h 40m,2019-01-01,horror,Christopher Landon,57
1817,716. The Perfection,6.2,1h 30m,2018-01-01,horror,Richard Shepard,60
1818,721. Truth or Dare,5.2,1h 40m,2018-01-01,horror,Jeff Wadlow,35
1819,722. Incident in a Ghostland,6.4,1h 31m,2018-01-01,horror,Pascal Laugier,44
1820,723. It Chapter Two,6.5,2h 49m,2019-01-01,horror,Andy Muschietti,58
1821,725. Ready or Not,6.8,1h 35m,2019-01-01,horror,Matt Bettinelli-Olpin,64
1822,739. Zombieland: Double Tap,6.7,1h 39m,2019-01-01,horror,Ruben Fleischer,55
1823,748. The House with a Clock in Its Walls,6.1,1h 45m,2018-01-01,horror,Eli Roth,57
1824,749. The Invisible Man,7.1,2h 4m,2020-01-01,horror,Leigh Whannell,72
1825,758. Mayhem,6.4,1h 26m,2017-01-01,horror,Joe Lynch,62
1826,759. Haunt,6.3,1h 32m,2019-01-01,horror,Scott Beck,69
1827,762. The Hunt,6.6,1h 30m,2020-01-01,horror,Craig Zobel,50
1828,764. Underwater,5.9,1h 35m,2020-01-01,horror,William Eubank,48
1829,769. The Lodge,6.0,1h 48m,2019-01-01,horror,Severin Fiala,64
1830,776. Gerald's Game,6.5,1h 43m,2017-01-01,horror,Mike Flanagan,77
1831,778. Freaky,6.3,1h 42m,2020-01-01,horror,Christopher Landon,67
1832,784. Train to Busan,7.6,1h 58m,2016-01-01,horror,Yeon Sang-ho,73
1833,786. Host,6.5,57m,2020-01-01,horror,Rob Savage,73
1834,787. Office Uprising,5.7,1h 32m,2018-01-01,horror,Lin Oeding,0
1835,789. Willy's Wonderland,5.5,1h 28m,2021-01-01,horror,Kevin Lewis,44
1836,795. A Quiet Place Part II,7.2,1h 37m,2020-01-01,horror,John Krasinski,71
1837,798. Last Night in Soho,7.0,1h 56m,2021-01-01,horror,Edgar Wright,65
1838,801. What We Do in the Shadows,7.6,1h 26m,2014-01-01,horror,Jemaine Clement,76
1839,806. X,6.5,1h 45m,2022-01-01,horror,Ti West,80
1840,809. Prey,7.1,1h 40m,2022-01-01,horror,Dan Trachtenberg,71
1841,814. Tumbbad,8.2,1h 48m,2018-01-01,horror,Rahi Anil Barve,0
1842,816. Better Watch Out,6.5,1h 29m,2016-01-01,horror,Chris Peckover,67
1843,820. Pandorum,6.7,1h 48m,2009-01-01,horror,Christian Alvart,28
1844,821. Pearl,7.0,1h 43m,2022-01-01,horror,Ti West,76
1845,822. Dracula Untold,6.2,1h 32m,2014-01-01,horror,Gary Shore,40
1846,823. Krishna Talkies,6.8,2h 26m,2021-01-01,horror,Vijayanandha,0
1847,828. Day Shift,6.1,1h 53m,2022-01-01,horror,J.J. Perry,51
1848,829. Deadstream,6.4,1h 27m,2022-01-01,horror,Joseph Winter,67
1849,831. Evil Dead Rise,6.5,1h 36m,2023-01-01,horror,Lee Cronin,69
1850,833. 28 Days Later,7.5,1h 53m,2002-01-01,horror,Danny Boyle,73
1851,834. 30 Days of Night,6.6,1h 53m,2007-01-01,horror,David Slade,53
1852,835. Antlers,5.9,1h 39m,2021-01-01,horror,Scott Cooper,57
1853,836. The Platform,7.0,1h 34m,2019-01-01,horror,Galder Gaztelu-Urrutia,73
1854,840. The Invitation,5.3,1h 45m,2022-01-01,horror,Jessica M. Thompson,45
1855,852. Nefarious,6.4,1h 37m,2023-01-01,horror,Chuck Konzelman,0
1856,854. Nocturne,5.7,1h 30m,2020-01-01,horror,Zu Quirke,58
1857,855. The Beach House,5.3,1h 28m,2019-01-01,horror,Jeffrey A. Brown,64
1858,857. Talk to Me,7.1,1h 35m,2022-01-01,horror,Danny Philippou,76
1859,861. Exhuma,6.9,2h 14m,2024-01-01,horror,Jang Jae-hyun,80
1860,862. The Substance,7.3,2h 21m,2024-01-01,horror,Coralie Fargeat,78
1861,863. Heretic,7.0,1h 51m,2024-01-01,horror,Scott Beck,71
1862,1. American Psycho,7.6,1h 42m,2000-01-01,crime,Mary Harron,64
1863,5. Frequency,7.4,1h 58m,2000-01-01,crime,Gregory Hoblit,67
1864,8. Gone in 60 Seconds,6.5,1h 58m,2000-01-01,crime,Dominic Sena,35
1865,16. Snatch,8.2,1h 42m,2000-01-01,crime,Guy Ritchie,55
1866,17. Taxi 2,6.5,1h 28m,2000-01-01,crime,Gérard Krawczyk,0
1867,18. The Cell,6.4,1h 47m,2000-01-01,crime,Tarsem Singh,40
1868,29. Kiss of the Dragon,6.6,1h 38m,2001-01-01,crime,Chris Nahon,58
1869,34. Ocean's Eleven,7.7,1h 56m,2001-01-01,crime,Steven Soderbergh,74
1870,35. Original Sin,6.0,1h 56m,2001-01-01,crime,Michael Cristofer,33
1871,42. The Score,6.8,2h 4m,2001-01-01,crime,Frank Oz,71
1872,43. Training Day,7.8,2h 2m,2001-01-01,crime,Antoine Fuqua,71
1873,48. Catch Me If You Can,8.1,2h 21m,2002-01-01,crime,Steven Spielberg,75
1874,56. Minority Report,7.6,2h 25m,2002-01-01,crime,Steven Spielberg,80
1875,58. Panic Room,6.8,1h 52m,2002-01-01,crime,David Fincher,65
1876,59. Phone Booth,7.1,1h 21m,2002-01-01,crime,Joel Schumacher,56
1877,67. The Transporter,6.8,1h 32m,2002-01-01,crime,Louis Leterrier,51
1878,69. 11:14,7.1,1h 26m,2003-01-01,crime,Greg Marcks,65
1879,72. Bad Santa,7.0,1h 32m,2003-01-01,crime,Terry Zwigoff,70
1880,76. Daredevil,5.3,1h 43m,2003-01-01,crime,Mark Steven Johnson,42
1881,84. Kill Bill: Vol. 1,8.2,1h 51m,2003-01-01,crime,Quentin Tarantino,69
1882,85. Monster,7.3,1h 49m,2003-01-01,crime,Patty Jenkins,74
1883,90. Runaway Jury,7.1,2h 7m,2003-01-01,crime,Gary Fleder,61
1884,91. Taxi 3,5.8,1h 24m,2003-01-01,crime,Gérard Krawczyk,0
1885,105. Cellular,6.5,1h 34m,2004-01-01,crime,David R. Ellis,60
1886,107. Collateral,7.5,2h,2004-01-01,crime,Michael Mann,71
1887,109. District B13,7.1,1h 24m,2004-01-01,crime,Pierre Morel,70
1888,130. Taking Lives,6.2,1h 43m,2004-01-01,crime,D.J. Caruso,38
1889,142. Windstruck,7.1,2h 3m,2004-01-01,crime,Jae-young Kwak,0
1890,143. Anniyan,8.3,3h 1m,2005-01-01,crime,S. Shankar,0
1891,146. Chaos,6.4,1h 46m,2005-01-01,crime,Tony Giglio,0
1892,151. Gone Baby Gone,7.6,1h 54m,2007-01-01,crime,Ben Affleck,72
1893,155. Lord of War,7.6,2h 2m,2005-01-01,crime,Andrew Niccol,62
1894,158. Mr. & Mrs. Smith,6.5,2h,2005-01-01,crime,Doug Liman,55
1895,162. Revolver,6.3,1h 51m,2005-01-01,crime,Guy Ritchie,25
1896,167. The Devil's Rejects,6.7,1h 47m,2005-01-01,crime,Rob Zombie,54
1897,183. Crank,6.9,1h 28m,2006-01-01,crime,Mark Neveldine,57
1898,184. Deja Vu,7.1,2h 6m,2006-01-01,crime,Tony Scott,59
1899,186. Inside Man,7.6,2h 9m,2006-01-01,crime,Spike Lee,76
1900,189. Lucky Number Slevin,7.7,1h 50m,2006-01-01,crime,Paul McGuigan,53
1901,197. Rang De Basanti,8.1,2h 47m,2006-01-01,crime,Rakeysh Omprakash Mehra,0
1902,202. The Departed,8.5,2h 31m,2006-01-01,crime,Martin Scorsese,85
1903,210. Vettaiyaadu Vilaiyaadu,7.9,2h 54m,2006-01-01,crime,Gautham Vasudev Menon,0
1904,212. 3:10 to Yuma,7.6,2h 2m,2007-01-01,crime,James Mangold,76
1905,214. Awake,6.5,1h 24m,2007-01-01,crime,Joby Harold,33
1906,215. An American Crime,7.2,1h 38m,2007-01-01,crime,Tommy O'Haver,0
1907,219. Cheluvina Chittara,6.4,2h 30m,2007-01-01,crime,S. Narayan,0
1908,221. Disturbia,6.8,1h 45m,2007-01-01,crime,D.J. Caruso,62
1909,222. Eastern Promises,7.6,1h 40m,2007-01-01,crime,David Cronenberg,83
1910,224. Fracture,7.2,1h 53m,2007-01-01,crime,Gregory Hoblit,68
1911,236. Michael Clayton,7.2,1h 59m,2007-01-01,crime,Tony Gilroy,82
1912,238. Mr. Brooks,7.3,2h,2007-01-01,crime,Bruce A. Evans,45
1913,239. Nancy Drew,5.9,1h 39m,2007-01-01,crime,Andrew Fleming,53
1914,241. No Country for Old Men,8.2,2h 2m,2007-01-01,crime,Ethan Coen,92
1915,242. Ocean's Thirteen,6.9,2h 2m,2007-01-01,crime,Steven Soderbergh,62
1916,248. Shattered,6.6,1h 35m,2007-01-01,crime,Mike Barker,0
1917,261. The Lookout,6.9,1h 39m,2007-01-01,crime,Scott Frank,73
1918,266. Trade,7.3,2h,2007-01-01,crime,Marco Kreuzpaintner,42
1919,270. Zodiac,7.7,2h 37m,2007-01-01,crime,David Fincher,79
1920,271. 24: Redemption,7.4,1h 24m,2008-01-01,crime,Jon Cassar,0
1921,274. Changeling,7.7,2h 21m,2008-01-01,crime,Clint Eastwood,63
1922,300. Pineapple Express,6.9,1h 51m,2008-01-01,crime,David Gordon Green,64
1923,309. Slumdog Millionaire,8.0,2h,2008-01-01,crime,Danny Boyle,84
1924,311. Taken,7.7,1h 30m,2008-01-01,crime,Pierre Morel,51
1925,312. The Alphabet Killer,5.2,1h 38m,2008-01-01,crime,Rob Schmidt,0
1926,313. The Bank Job,7.2,1h 51m,2008-01-01,crime,Roger Donaldson,69
1927,318. The Dark Knight,9.0,2h 32m,2008-01-01,crime,Christopher Nolan,84
1928,324. Traitor,6.9,1h 54m,2008-01-01,crime,Jeffrey Nachmanoff,61
1929,326. Untraceable,6.2,1h 41m,2008-01-01,crime,Gregory Hoblit,32
1930,330. Wanted,6.7,1h 50m,2008-01-01,crime,Timur Bekmambetov,64
1931,342. Defendor,6.7,1h 41m,2009-01-01,crime,Peter Stebbings,57
1932,356. Public Enemies,6.9,2h 20m,2009-01-01,crime,Michael Mann,70
1933,360. State of Play,7.1,2h 7m,2009-01-01,crime,Kevin Macdonald,64
1934,364. The International,6.5,1h 58m,2009-01-01,crime,Tom Tykwer,52
1935,378. Despicable Me,7.6,1h 35m,2010-01-01,crime,Pierre Coffin,72
1936,388. Kick-Ass,7.6,1h 57m,2010-01-01,crime,Matthew Vaughn,66
1937,401. The Ghost Writer,7.2,2h 8m,2010-01-01,crime,Roman Polanski,77
1938,415. Fast Five,7.3,2h 10m,2011-01-01,crime,Justin Lin,66
1939,421. Kempe Gowda,7.2,2h 21m,2011-01-01,crime,Sudeep,0
1940,430. Shyloo,6.3,2h 32m,2011-01-01,crime,S. Narayan,0
1941,433. The Adjustment Bureau,7.0,1h 46m,2011-01-01,crime,George Nolfi,60
1942,434. The Adventures of Tintin,7.3,1h 47m,2011-01-01,crime,Steven Spielberg,68
1943,437. The Girl with the Dragon Tattoo,7.8,2h 38m,2011-01-01,crime,David Fincher,71
1944,447. 21 Jump Street,7.2,1h 49m,2012-01-01,crime,Phil Lord,69
1945,450. B.A. Pass,6.4,1h 35m,2012-01-01,crime,Ajay Bahl,0
1946,456. Dredd,7.1,1h 35m,2012-01-01,crime,Pete Travis,60
1947,457. End of Watch,7.6,1h 49m,2012-01-01,crime,David Ayer,68
1948,461. Lawless,7.2,1h 56m,2012-01-01,crime,John Hillcoat,58
1949,470. Talaash: The Answer Lies Within,7.3,2h 20m,2012-01-01,crime,Reema Kagti,65
1950,487. Attahaasa,7.0,2h 51m,2013-01-01,crime,A.M.R. Ramesh,0
1951,495. Case No.18/9,7.8,N/A,2013-01-01,crime,Mahesh Rao,0
1952,506. Kaddipudi,7.5,2h 15m,2013-01-01,crime,Suri,0
1953,510. Now You See Me,7.2,1h 55m,2013-01-01,crime,Louis Leterrier,50
1954,519. Soodhu Kavvum,8.3,2h 15m,2013-01-01,crime,Nalan Kumarasamy,0
1955,520. Special 26,8.0,2h 24m,2013-01-01,crime,Neeraj Pandey,0
1956,526. The Returned,5.9,1h 38m,2013-01-01,crime,Manuel Carballo,47
1957,551. Haider,8.0,2h 40m,2014-01-01,crime,Vishal Bhardwaj,0
1958,560. Nightcrawler,7.8,1h 57m,2014-01-01,crime,Dan Gilroy,76
1959,566. The Equalizer,7.3,2h 12m,2014-01-01,crime,Antoine Fuqua,57
1960,572. Ugramm,8.0,2h 12m,2014-01-01,crime,Prashanth Neel,0
1961,573. Ulidavaru Kandanthe,8.4,2h 34m,2014-01-01,crime,Rakshit Shetty,0
1962,595. Rathaavara,6.2,2h 11m,2015-01-01,crime,Chandrashekar Bandiyappa,0
1963,620. Don't Breathe,7.1,1h 28m,2016-01-01,crime,Fede Alvarez,71
1964,623. Killing Veerappan,7.0,2h 31m,2016-01-01,crime,Ram Gopal Varma,0
1965,633. Pink,8.0,2h 16m,2016-01-01,crime,Aniruddha Roy Chowdhury,0
1966,644. The Nice Guys,7.4,1h 56m,2016-01-01,crime,Shane Black,70
1967,648. U Turn,7.4,2h,2016-01-01,crime,Pawan Kumar,0
1968,649. Udta Punjab,7.7,2h 28m,2016-01-01,crime,Abhishek Chaubey,0
1969,651. American Made,7.1,1h 55m,2017-01-01,crime,Doug Liman,65
1970,658. Dirty Pretty Things,7.2,1h 37m,2002-01-01,crime,Stephen Frears,78
1971,659. Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1h 52m,2016-01-01,crime,Dave Green,40
1972,662. Heartbreakers,6.3,2h 3m,2001-01-01,crime,David Mirkin,47
1973,664. Amen.,7.2,2h 12m,2002-01-01,crime,Costa-Gavras,57
1974,666. The Deep End,6.5,1h 41m,2001-01-01,crime,Scott McGehee,78
1975,668. Matchstick Men,7.3,1h 56m,2003-01-01,crime,Ridley Scott,61
1976,671. Layer Cake,7.2,1h 45m,2004-01-01,crime,Matthew Vaughn,73
1977,676. Tagaru,7.9,2h 9m,2018-01-01,crime,Suri,0
1978,"679. Three Billboards Outside Ebbing, Missouri",8.1,1h 55m,2017-01-01,crime,Martin McDonagh,88
1979,682. The Hateful Eight,7.8,2h 48m,2015-01-01,crime,Quentin Tarantino,68
1980,683. Spotlight,8.1,2h 9m,2015-01-01,crime,Tom McCarthy,93
1981,696. A Simple Favor,6.8,1h 57m,2018-01-01,crime,Paul Feig,67
1982,698. K.G.F: Chapter 1,8.2,2h 34m,2018-01-01,crime,Prashanth Neel,0
1983,717. Kavaludaari,7.9,2h 23m,2019-01-01,crime,Hemanth M. Rao,0
1984,720. Reindeer Games,5.8,1h 44m,2000-01-01,crime,John Frankenheimer,37
1985,733. BlacKkKlansman,7.5,2h 15m,2018-01-01,crime,Spike Lee,83
1986,743. Knives Out,7.9,2h 10m,2019-01-01,crime,Rian Johnson,82
1987,754. Game Night,6.9,1h 40m,2018-01-01,crime,John Francis Daley,66
1988,757. Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,6.1,1h 49m,2020-01-01,crime,Cathy Yan,60
1989,763. Guns Akimbo,6.3,1h 38m,2019-01-01,crime,Jason Howden,42
1990,765. Extraction,6.8,1h 56m,2020-01-01,crime,Sam Hargrave,56
1991,766. Just Mercy,7.6,2h 17m,2019-01-01,crime,Destin Daniel Cretton,68
1992,767. Polar,6.3,1h 58m,2019-01-01,crime,Jonas Åkerlund,19
1993,770. Bad Boys II,6.6,2h 27m,2003-01-01,crime,Michael Bay,38
1994,780. Promising Young Woman,7.5,1h 53m,2020-01-01,crime,Emerald Fennell,72
1995,788. Nobody,7.4,1h 32m,2021-01-01,crime,Ilya Naishuller,64
1996,793. Baby Driver,7.5,1h 53m,2017-01-01,crime,Edgar Wright,86
1997,794. Cruella,7.3,2h 14m,2021-01-01,crime,Craig Gillespie,59
1998,803. Nightmare Alley,7.0,2h 30m,2021-01-01,crime,Guillermo del Toro,70
1999,804. Death on the Nile,6.3,2h 7m,2022-01-01,crime,Kenneth Branagh,52
2000,807. The Unbearable Weight of Massive Talent,7.0,1h 47m,2022-01-01,crime,Tom Gormican,68
2001,830. John Wick: Chapter 4,7.6,2h 49m,2023-01-01,crime,Chad Stahelski,78
2002,832. Extraction II,7.0,2h 2m,2023-01-01,crime,Sam Hargrave,57
2003,843. House of Sand and Fog,7.5,2h 6m,2003-01-01,crime,Vadim Perelman,71
2004,847. Hit Man,6.8,1h 55m,2023-01-01,crime,Richard Linklater,82
2005,848. Shakhahaari,7.6,2h 25m,2024-01-01,crime,Sandeep Sunkad,0
2006,859. Kill,7.5,1h 45m,2023-01-01,crime,Nikhil Nagesh Bhat,74
